#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MYLK	TGFB2	9606.ENSP00000353452	9606.ENSP00000355896	0	0	0	0	0.062	0	0	0.448	0.460
MYLK	MYOCD	9606.ENSP00000353452	9606.ENSP00000401678	0	0	0	0	0.087	0.100	0	0.491	0.546
MYOCD	TP53	9606.ENSP00000401678	9606.ENSP00000269305	0	0	0	0	0.067	0	0	0.558	0.569
MYOCD	SYNPO2	9606.ENSP00000401678	9606.ENSP00000306015	0	0	0	0	0.403	0	0	0.227	0.519
MYOCD	SREBF2	9606.ENSP00000401678	9606.ENSP00000354476	0	0	0	0	0	0	0	0.591	0.591
MYOCD	TCF21	9606.ENSP00000401678	9606.ENSP00000356857	0	0	0	0	0.120	0	0	0.407	0.455
MYOCD	ZFPM2	9606.ENSP00000401678	9606.ENSP00000384179	0	0	0	0	0.055	0.091	0	0.446	0.483
MYOF	SERPING1	9606.ENSP00000352208	9606.ENSP00000278407	0	0	0	0	0.087	0	0	0.410	0.438
NACAD	RPS4Y1	9606.ENSP00000420477	9606.ENSP00000250784	0	0	0	0	0.515	0.054	0	0	0.521
NACAD	RPS4X	9606.ENSP00000420477	9606.ENSP00000362744	0	0	0	0	0.515	0.054	0	0	0.521
NACAD	RPS28	9606.ENSP00000420477	9606.ENSP00000472469	0	0	0	0	0.530	0	0	0	0.530
NBPF14	RBPMS2	9606.ENSP00000479693	9606.ENSP00000300069	0	0	0	0	0.056	0.073	0	0.373	0.404
NCAPG2	RAD51AP1	9606.ENSP00000387007	9606.ENSP00000228843	0	0	0	0	0.510	0	0	0.441	0.714
NCAPG2	SPC25	9606.ENSP00000387007	9606.ENSP00000282074	0	0	0	0	0.489	0	0	0.167	0.556
NCAPG2	SHCBP1	9606.ENSP00000387007	9606.ENSP00000306473	0	0	0	0	0.803	0	0	0.291	0.854
NCAPG2	TYMS	9606.ENSP00000387007	9606.ENSP00000315644	0	0	0	0	0.432	0	0	0.087	0.460
NCAPG2	ZWINT	9606.ENSP00000387007	9606.ENSP00000363055	0	0	0	0	0.633	0	0	0.221	0.702
NCAPG2	PCNA	9606.ENSP00000387007	9606.ENSP00000368458	0	0	0	0	0.416	0	0	0	0.416
NCAPG2	PRC1	9606.ENSP00000387007	9606.ENSP00000377793	0	0	0	0	0.607	0	0	0.054	0.612
NCAPG2	RACGAP1	9606.ENSP00000387007	9606.ENSP00000404190	0	0	0	0	0.586	0	0	0.446	0.761
NCEH1	SQLE	9606.ENSP00000442464	9606.ENSP00000265896	0	0	0	0	0.118	0	0.235	0.311	0.495
NCEH1	SOAT1	9606.ENSP00000442464	9606.ENSP00000356591	0	0	0	0	0.128	0	0	0.664	0.695
NCEH1	PAFAH1B3	9606.ENSP00000442464	9606.ENSP00000444935	0	0	0	0	0.075	0	0	0.380	0.403
NDC1	THOC3	9606.ENSP00000360483	9606.ENSP00000265097	0	0	0	0	0.080	0	0.400	0	0.424
NDST2	SULF1	9606.ENSP00000310657	9606.ENSP00000260128	0	0	0	0	0	0.058	0	0.506	0.515
NDST2	SDC2	9606.ENSP00000310657	9606.ENSP00000307046	0	0	0	0	0	0	0.400	0.432	0.644
NDST2	PLAU	9606.ENSP00000310657	9606.ENSP00000361850	0	0	0	0	0.053	0	0	0.427	0.434
NDST2	SDC1	9606.ENSP00000310657	9606.ENSP00000370542	0	0	0	0	0	0	0.400	0.373	0.607
NDUFB3	PRDX3	9606.ENSP00000407336	9606.ENSP00000298510	0	0	0	0	0.266	0	0	0.225	0.407
NDUFB3	SLC25A23	9606.ENSP00000407336	9606.ENSP00000301454	0	0	0	0	0	0.584	0	0.154	0.633
NDUFB3	TXN	9606.ENSP00000407336	9606.ENSP00000363641	0	0	0	0	0.426	0	0	0.099	0.461
NDUFB3	SDHB	9606.ENSP00000407336	9606.ENSP00000364649	0	0	0	0	0.586	0	0	0.450	0.762
NEDD4L	WNK4	9606.ENSP00000383199	9606.ENSP00000246914	0	0	0	0	0.077	0.294	0	0.705	0.791
NEDD4L	PLEKHH2	9606.ENSP00000383199	9606.ENSP00000282406	0	0	0	0	0.042	0	0	0.492	0.492
NEDD4L	UBE2H	9606.ENSP00000383199	9606.ENSP00000347836	0	0	0	0	0.053	0.091	0	0.424	0.461
NEDD4L	TXNIP	9606.ENSP00000383199	9606.ENSP00000462521	0	0	0	0	0	0.269	0	0.281	0.452
NEFM	PIEZO2	9606.ENSP00000221166	9606.ENSP00000421377	0	0	0	0	0.052	0.053	0	0.398	0.412
NEFM	PAX6	9606.ENSP00000221166	9606.ENSP00000492024	0	0	0	0	0.130	0.057	0	0.346	0.417
NEFM	SYT1	9606.ENSP00000221166	9606.ENSP00000261205	0	0	0	0	0.245	0.053	0	0.347	0.492
NEFM	SNAP25	9606.ENSP00000221166	9606.ENSP00000254976	0	0	0	0	0.292	0	0	0.369	0.535
NEO1	SEMA3F	9606.ENSP00000341198	9606.ENSP00000002829	0	0	0	0	0.062	0	0	0.534	0.544
NEO1	SEMA6A	9606.ENSP00000341198	9606.ENSP00000257414	0	0	0	0	0.092	0	0	0.491	0.518
NEO1	NTN4	9606.ENSP00000341198	9606.ENSP00000340998	0	0	0	0	0.111	0.311	0	0.948	0.966
NEO1	ROBO1	9606.ENSP00000341198	9606.ENSP00000420321	0	0	0	0.577	0.074	0.307	0	0.225	0.459
NEO1	SEMA3B	9606.ENSP00000341198	9606.ENSP00000480680	0	0	0	0	0.071	0	0	0.527	0.542
NEO1	NOVA1	9606.ENSP00000341198	9606.ENSP00000438875	0	0	0	0	0.047	0	0	0.598	0.601
NFATC4	PRRX2	9606.ENSP00000388910	9606.ENSP00000361547	0	0	0	0	0.127	0	0	0.389	0.444
NFATC4	SATB1	9606.ENSP00000388910	9606.ENSP00000399518	0	0	0	0	0	0	0	0.416	0.416
NFIL3	NR4A2	9606.ENSP00000297689	9606.ENSP00000344479	0	0	0	0	0.149	0.059	0	0.369	0.451
NFIL3	RORB	9606.ENSP00000297689	9606.ENSP00000366093	0	0	0	0	0.069	0.061	0	0.903	0.907
NHS	RAC2	9606.ENSP00000369400	9606.ENSP00000249071	0	0	0	0	0	0.176	0.500	0.048	0.573
NHS	PAK1	9606.ENSP00000369400	9606.ENSP00000278568	0	0	0	0	0.054	0.072	0.400	0.051	0.433
NHS	PPL	9606.ENSP00000369400	9606.ENSP00000340510	0	0	0.396	0	0.066	0.070	0	0.052	0.436
NHS	RAI2	9606.ENSP00000369400	9606.ENSP00000444210	0	0	0	0	0.113	0.091	0	0.952	0.958
NLGN1	SNAP25	9606.ENSP00000392500	9606.ENSP00000254976	0	0	0	0	0.160	0	0	0.394	0.470
NLGN1	SYT1	9606.ENSP00000392500	9606.ENSP00000261205	0	0	0	0	0.156	0	0	0.511	0.570
NLGN1	SHANK2	9606.ENSP00000392500	9606.ENSP00000345193	0	0	0	0	0.056	0.053	0.500	0.831	0.914
NLGN1	NLGN4Y	9606.ENSP00000392500	9606.ENSP00000348169	0	0	0.053	0.974	0.061	0	0.500	0.054	0.523
NLGN1	SV2A	9606.ENSP00000392500	9606.ENSP00000358142	0	0	0	0	0.101	0.053	0	0.393	0.438
NLGN1	SEMA5A	9606.ENSP00000392500	9606.ENSP00000371936	0	0	0	0	0.072	0	0	0.566	0.580
NLGN1	NTM	9606.ENSP00000392500	9606.ENSP00000396722	0	0	0	0	0.131	0.221	0	0.196	0.408
NLGN4Y	ZFY	9606.ENSP00000348169	9606.ENSP00000155093	0	0	0	0	0.788	0.045	0	0.752	0.945
NLGN4Y	RPS4Y1	9606.ENSP00000348169	9606.ENSP00000250784	0	0	0	0	0.624	0	0	0.575	0.833
NLGN4Y	SNAP25	9606.ENSP00000348169	9606.ENSP00000254976	0	0	0	0	0.087	0	0	0.407	0.435
NLGN4Y	USP9Y	9606.ENSP00000348169	9606.ENSP00000342812	0	0	0	0	0.788	0	0	0.734	0.941
NLGN4Y	SHANK2	9606.ENSP00000348169	9606.ENSP00000345193	0	0	0	0	0.042	0.053	0.500	0.710	0.850
NLGN4Y	ZFX	9606.ENSP00000348169	9606.ENSP00000368486	0	0	0	0	0	0.045	0	0.472	0.475
NLGN4Y	UTY	9606.ENSP00000348169	9606.ENSP00000442047	0	0	0	0	0.785	0	0	0.531	0.894
NMT2	TP53	9606.ENSP00000367407	9606.ENSP00000269305	0	0	0	0	0	0.292	0	0.402	0.558
NOVA1	PTBP2	9606.ENSP00000438875	9606.ENSP00000359216	0	0	0	0	0.057	0.091	0	0.861	0.870
NPTX1	WNT5A	9606.ENSP00000307549	9606.ENSP00000264634	0	0	0	0	0.080	0.373	0	0.063	0.412
NR4A2	RGS2	9606.ENSP00000344479	9606.ENSP00000235382	0	0	0	0	0.233	0	0	0.344	0.475
NR4A2	SNCAIP	9606.ENSP00000344479	9606.ENSP00000261367	0	0	0	0	0	0	0	0.449	0.449
NR4A2	PAX6	9606.ENSP00000344479	9606.ENSP00000492024	0	0	0	0	0	0.062	0	0.463	0.475
NREP	PLXDC2	9606.ENSP00000378996	9606.ENSP00000366460	0	0	0	0	0.072	0	0	0.399	0.419
NRGN	SNAP25	9606.ENSP00000284292	9606.ENSP00000254976	0	0	0	0	0.127	0	0	0.610	0.644
NRGN	SYT1	9606.ENSP00000284292	9606.ENSP00000261205	0	0	0	0	0.101	0	0	0.431	0.466
NSUN2	TYMS	9606.ENSP00000264670	9606.ENSP00000315644	0.099	0	0	0	0.344	0	0	0.091	0.415
NT5C	PDE1C	9606.ENSP00000245552	9606.ENSP00000379496	0	0	0	0	0	0	0.650	0	0.650
NT5C	QPRT	9606.ENSP00000245552	9606.ENSP00000378782	0	0	0	0	0.042	0	0.900	0.091	0.905
NT5C	TYMS	9606.ENSP00000245552	9606.ENSP00000315644	0	0	0	0	0.044	0	0.900	0.301	0.927
NT5C	NT5C2	9606.ENSP00000245552	9606.ENSP00000339479	0	0	0	0	0.042	0	0.900	0.653	0.963
NT5C2	TP53	9606.ENSP00000339479	9606.ENSP00000269305	0	0	0	0	0	0.305	0	0.268	0.469
NT5C2	TENM4	9606.ENSP00000339479	9606.ENSP00000278550	0	0	0	0	0	0.045	0	0.446	0.449
NT5C2	TYMS	9606.ENSP00000339479	9606.ENSP00000315644	0	0	0	0	0.044	0	0.900	0.180	0.914
NT5C2	SH2B3	9606.ENSP00000339479	9606.ENSP00000345492	0	0	0	0	0	0	0	0.419	0.418
NT5C2	PDE1C	9606.ENSP00000339479	9606.ENSP00000379496	0	0	0	0	0	0	0.650	0	0.650
NT5C2	QPRT	9606.ENSP00000339479	9606.ENSP00000378782	0	0	0	0	0.042	0	0.900	0.158	0.912
NUPR1	TP53	9606.ENSP00000379003	9606.ENSP00000269305	0	0	0	0	0	0.226	0	0.697	0.755
NUPR1	TGM2	9606.ENSP00000379003	9606.ENSP00000355330	0	0	0	0	0	0.292	0	0.299	0.482
NYNRIN	STXBP6	9606.ENSP00000371994	9606.ENSP00000324302	0	0	0	0	0.059	0	0	0.509	0.518
OAS3	SERPING1	9606.ENSP00000228928	9606.ENSP00000278407	0	0	0	0	0.232	0	0	0.258	0.406
OAS3	SPECC1	9606.ENSP00000228928	9606.ENSP00000261503	0	0	0.286	0	0	0	0	0.450	0.590
OAS3	PLSCR1	9606.ENSP00000228928	9606.ENSP00000345494	0	0	0	0	0.443	0	0	0.469	0.691
OAS3	RTP4	9606.ENSP00000228928	9606.ENSP00000259030	0	0	0	0	0.514	0	0	0.477	0.735
OAS3	XAF1	9606.ENSP00000228928	9606.ENSP00000354822	0	0	0	0	0.776	0	0	0.492	0.881
OAT	PRKG2	9606.ENSP00000357838	9606.ENSP00000264399	0.041	0	0	0	0	0	0.362	0.139	0.427
OAT	PGD	9606.ENSP00000357838	9606.ENSP00000270776	0.076	0	0	0	0.056	0.182	0.163	0.205	0.439
OAT	SOD2	9606.ENSP00000357838	9606.ENSP00000446252	0.120	0	0	0	0.087	0.329	0	0.119	0.462
OAT	PYCR1	9606.ENSP00000357838	9606.ENSP00000384949	0.102	0	0	0	0.319	0	0	0.712	0.808
OBSL1	TP53	9606.ENSP00000385636	9606.ENSP00000269305	0	0	0	0	0.054	0.687	0	0.175	0.734
P2RY1	PAX6	9606.ENSP00000304767	9606.ENSP00000492024	0	0	0	0	0	0	0	0.588	0.588
P4HTM	PAX6	9606.ENSP00000341422	9606.ENSP00000492024	0	0	0	0	0	0	0	0.858	0.858
PAFAH1B3	VAMP1	9606.ENSP00000444935	9606.ENSP00000379602	0	0	0	0	0	0	0	0.640	0.640
PAFAH1B3	RELN	9606.ENSP00000444935	9606.ENSP00000392423	0	0	0	0	0	0	0	0.474	0.474
PAK1	RAC2	9606.ENSP00000278568	9606.ENSP00000249071	0	0	0	0	0.063	0.484	0.900	0.413	0.967
PAK1	SH3PXD2B	9606.ENSP00000278568	9606.ENSP00000309714	0	0	0	0	0.046	0.297	0	0.200	0.417
PAK1	PLXNA4	9606.ENSP00000278568	9606.ENSP00000352882	0	0	0	0	0	0.065	0.500	0.057	0.520
PAK1	PGM1	9606.ENSP00000278568	9606.ENSP00000360124	0	0	0	0	0.076	0.230	0	0.433	0.561
PAK1	RHOJ	9606.ENSP00000278568	9606.ENSP00000316729	0	0	0	0	0.051	0.770	0.500	0.232	0.905
PAK1	ROBO1	9606.ENSP00000278568	9606.ENSP00000420321	0	0	0	0	0.074	0.073	0.900	0.102	0.912
PARG	PCNA	9606.ENSP00000384408	9606.ENSP00000368458	0	0	0	0	0.047	0.900	0	0.137	0.910
PARG	VWA5A	9606.ENSP00000384408	9606.ENSP00000407726	0	0	0	0	0	0.289	0	0.216	0.418
PARG	PTPN13	9606.ENSP00000384408	9606.ENSP00000394794	0	0	0	0	0.049	0	0	0.463	0.467
PAX6	SOX4	9606.ENSP00000492024	9606.ENSP00000244745	0	0	0	0	0.095	0.069	0	0.411	0.461
PAX6	SMO	9606.ENSP00000492024	9606.ENSP00000249373	0	0	0	0	0.045	0	0	0.521	0.523
PAX6	TIMM10	9606.ENSP00000492024	9606.ENSP00000257245	0	0	0	0	0.107	0.406	0	0.251	0.568
PAX6	TP53	9606.ENSP00000492024	9606.ENSP00000269305	0	0	0	0	0	0.087	0	0.627	0.644
PAX6	THY1	9606.ENSP00000492024	9606.ENSP00000284240	0	0	0	0	0	0	0	0.419	0.419
PAX6	ZFAND2A	9606.ENSP00000492024	9606.ENSP00000314619	0	0	0	0	0	0.071	0	0.562	0.575
PAX6	SOX11	9606.ENSP00000492024	9606.ENSP00000322568	0	0	0	0	0.109	0.069	0	0.532	0.578
PAX6	S100A4	9606.ENSP00000492024	9606.ENSP00000357704	0	0	0	0	0.074	0.046	0	0.429	0.452
PAX6	SOX6	9606.ENSP00000492024	9606.ENSP00000379644	0	0	0	0	0	0.071	0	0.407	0.425
PAX6	RELN	9606.ENSP00000492024	9606.ENSP00000392423	0	0	0	0	0.059	0	0	0.554	0.562
PAX6	SLC2A1	9606.ENSP00000492024	9606.ENSP00000416293	0	0	0	0	0	0	0	0.408	0.408
PCDH7	SYTL4	9606.ENSP00000441802	9606.ENSP00000362080	0	0	0	0	0.045	0	0.400	0	0.402
PCDH7	SOWAHC	9606.ENSP00000441802	9606.ENSP00000365830	0	0	0	0	0	0.046	0.400	0	0.403
PCDH7	ROBO1	9606.ENSP00000441802	9606.ENSP00000420321	0	0	0	0	0.086	0	0	0.383	0.412
PCDH7	SEMA3B	9606.ENSP00000441802	9606.ENSP00000480680	0	0	0	0	0.064	0	0	0.390	0.405
PCNA	RAD51AP1	9606.ENSP00000368458	9606.ENSP00000228843	0	0	0	0	0.337	0	0.400	0	0.585
PCNA	TIPIN	9606.ENSP00000368458	9606.ENSP00000261881	0	0	0	0	0.402	0	0	0.201	0.502
PCNA	TP53	9606.ENSP00000368458	9606.ENSP00000269305	0	0	0	0	0.067	0.777	0.500	0.265	0.913
PCNA	RMI2	9606.ENSP00000368458	9606.ENSP00000310356	0	0	0	0	0.266	0	0.400	0	0.540
PCNA	TYMS	9606.ENSP00000368458	9606.ENSP00000315644	0.191	0	0	0	0.840	0.088	0	0.350	0.913
PCNA	ZWINT	9606.ENSP00000368458	9606.ENSP00000363055	0	0	0	0	0.538	0	0	0	0.538
PCNA	PRC1	9606.ENSP00000368458	9606.ENSP00000377793	0	0	0	0	0.431	0	0	0	0.431
PCNA	RACGAP1	9606.ENSP00000368458	9606.ENSP00000404190	0	0	0	0	0.523	0	0	0	0.523
PCNA	UBE2T	9606.ENSP00000368458	9606.ENSP00000494957	0	0	0	0	0.451	0.234	0	0.133	0.603
PCOLCE	THBS2	9606.ENSP00000223061	9606.ENSP00000355751	0	0	0	0	0.239	0	0	0.262	0.415
PCOLCE	POSTN	9606.ENSP00000223061	9606.ENSP00000369071	0	0	0	0	0.183	0	0	0.340	0.438
PCOLCE	PRELP	9606.ENSP00000223061	9606.ENSP00000343924	0	0	0	0	0.083	0	0	0.416	0.441
PDGFRB	TWIST1	9606.ENSP00000261799	9606.ENSP00000242261	0	0	0	0	0.108	0	0	0.415	0.456
PDGFRB	SPECC1	9606.ENSP00000261799	9606.ENSP00000261503	0	0	0	0	0.066	0	0	0.539	0.551
PDGFRB	TCF21	9606.ENSP00000261799	9606.ENSP00000356857	0	0	0	0	0.077	0	0	0.381	0.404
PDGFRB	WNT2	9606.ENSP00000261799	9606.ENSP00000265441	0	0	0	0	0.109	0.045	0	0.382	0.428
PDGFRB	WNT5A	9606.ENSP00000261799	9606.ENSP00000264634	0	0	0	0	0.109	0.045	0	0.396	0.442
PDGFRB	THBS2	9606.ENSP00000261799	9606.ENSP00000355751	0	0	0	0	0.214	0	0	0.327	0.449
PDGFRB	S100A4	9606.ENSP00000261799	9606.ENSP00000357704	0	0	0	0	0.056	0	0	0.543	0.550
PDGFRB	VCAM1	9606.ENSP00000261799	9606.ENSP00000294728	0	0	0	0	0.132	0.045	0	0.505	0.554
PDGFRB	PLAUR	9606.ENSP00000261799	9606.ENSP00000339328	0	0	0	0	0.067	0	0	0.552	0.564
PDGFRB	POSTN	9606.ENSP00000261799	9606.ENSP00000369071	0	0	0	0	0.252	0	0	0.507	0.616
PDGFRB	TP53	9606.ENSP00000261799	9606.ENSP00000269305	0	0	0	0	0.083	0	0	0.621	0.637
PDGFRB	TGFB2	9606.ENSP00000261799	9606.ENSP00000355896	0	0	0	0	0.119	0.063	0	0.614	0.654
PDGFRB	TSLP	9606.ENSP00000261799	9606.ENSP00000339804	0	0	0	0	0	0	0.650	0.151	0.690
PDGFRB	THY1	9606.ENSP00000261799	9606.ENSP00000284240	0	0	0	0	0.225	0	0	0.754	0.801
PDGFRB	PGF	9606.ENSP00000261799	9606.ENSP00000451040	0	0	0	0	0.048	0	0.650	0.740	0.905
PGA5	PGM1	9606.ENSP00000309542	9606.ENSP00000360124	0	0	0	0	0.063	0	0	0.500	0.512
PGAM1	PGD	9606.ENSP00000359991	9606.ENSP00000270776	0	0	0	0	0.216	0	0	0.530	0.616
PGAM1	PRDX3	9606.ENSP00000359991	9606.ENSP00000298510	0.049	0	0	0	0.327	0.200	0	0.568	0.749
PGAM1	SOD2	9606.ENSP00000359991	9606.ENSP00000446252	0.046	0	0	0	0.200	0	0	0.303	0.422
PGAM1	SDHB	9606.ENSP00000359991	9606.ENSP00000364649	0	0	0	0	0.155	0	0	0.368	0.443
PGAM1	TXN	9606.ENSP00000359991	9606.ENSP00000363641	0	0	0	0	0.182	0.181	0	0.279	0.475
PGAM1	SLC2A1	9606.ENSP00000359991	9606.ENSP00000416293	0	0	0	0	0.127	0	0.115	0.532	0.607
PGAM1	PGM1	9606.ENSP00000359991	9606.ENSP00000360124	0	0	0	0	0.294	0	0	0.493	0.627
PGAM1	PHGDH	9606.ENSP00000359991	9606.ENSP00000493382	0.045	0	0	0	0.070	0.176	0.900	0.394	0.947
PGAM5	TP53	9606.ENSP00000438465	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.509	0.513
PGD	PRDX3	9606.ENSP00000270776	9606.ENSP00000298510	0	0	0	0	0.275	0	0	0.218	0.409
PGD	PGM5	9606.ENSP00000270776	9606.ENSP00000379678	0.057	0	0	0	0.139	0	0	0.394	0.465
PGD	PHGDH	9606.ENSP00000270776	9606.ENSP00000493382	0.098	0	0	0	0.125	0	0	0.398	0.483
PGD	TXN	9606.ENSP00000270776	9606.ENSP00000363641	0	0	0	0	0.265	0.045	0	0.598	0.693
PGD	PGM1	9606.ENSP00000270776	9606.ENSP00000360124	0.057	0	0	0	0.168	0	0	0.943	0.951
PGF	SEMA3F	9606.ENSP00000451040	9606.ENSP00000002829	0	0	0	0	0.085	0	0	0.466	0.490
PGF	WNT2	9606.ENSP00000451040	9606.ENSP00000265441	0	0	0	0	0	0	0	0.459	0.459
PGF	VCAM1	9606.ENSP00000451040	9606.ENSP00000294728	0	0	0	0	0.044	0	0	0.507	0.508
PGF	PLXNA4	9606.ENSP00000451040	9606.ENSP00000352882	0	0	0	0	0	0	0	0.409	0.408
PGF	THBS2	9606.ENSP00000451040	9606.ENSP00000355751	0	0	0	0	0.049	0	0	0.404	0.408
PGF	TGFB2	9606.ENSP00000451040	9606.ENSP00000355896	0	0	0	0	0	0	0	0.558	0.558
PGF	PLAU	9606.ENSP00000451040	9606.ENSP00000361850	0	0	0	0	0.048	0	0	0.397	0.401
PGM1	SLC2A1	9606.ENSP00000360124	9606.ENSP00000416293	0	0	0	0	0.116	0	0	0.563	0.597
PGM5	SGCA	9606.ENSP00000379678	9606.ENSP00000262018	0	0	0	0	0.139	0	0.720	0.097	0.763
PGM5	SYNPO2	9606.ENSP00000379678	9606.ENSP00000306015	0	0	0	0	0.246	0	0	0.568	0.660
PGM5	SGCD	9606.ENSP00000379678	9606.ENSP00000338343	0	0	0	0	0.082	0	0.720	0.198	0.775
PHGDH	TP53	9606.ENSP00000493382	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.717	0.719
PHGDH	TYMS	9606.ENSP00000493382	9606.ENSP00000315644	0.105	0	0	0	0.163	0.215	0.673	0.290	0.838
PHGDH	TOX2	9606.ENSP00000493382	9606.ENSP00000344724	0	0	0	0	0.056	0	0	0.686	0.690
PHGDH	PYCR1	9606.ENSP00000493382	9606.ENSP00000384949	0	0	0	0	0.145	0	0	0.427	0.489
PHGDH	RACGAP1	9606.ENSP00000493382	9606.ENSP00000404190	0	0	0	0	0.142	0	0	0.341	0.410
PHGDH	SLC2A1	9606.ENSP00000493382	9606.ENSP00000416293	0	0	0	0	0.118	0	0	0.368	0.419
PIEZO2	TIPIN	9606.ENSP00000421377	9606.ENSP00000261881	0	0	0	0	0.131	0.777	0	0.349	0.862
PIM1	TWIST1	9606.ENSP00000362608	9606.ENSP00000242261	0	0	0	0	0	0.042	0.400	0.113	0.445
PITX1	TBX4	9606.ENSP00000265340	9606.ENSP00000495986	0	0	0	0	0.059	0.054	0	0.921	0.923
PKMYT1	PPP2R2B	9606.ENSP00000262300	9606.ENSP00000377936	0	0	0	0	0	0.575	0	0.178	0.635
PKMYT1	RPS6KA6	9606.ENSP00000262300	9606.ENSP00000262752	0	0	0	0.601	0	0	0.900	0.061	0.902
PLAT	SERPING1	9606.ENSP00000220809	9606.ENSP00000278407	0	0	0	0	0.087	0.244	0	0.575	0.681
PLAT	VCAM1	9606.ENSP00000220809	9606.ENSP00000294728	0	0	0	0	0.072	0.125	0	0.724	0.756
PLAT	PLAU	9606.ENSP00000220809	9606.ENSP00000361850	0	0	0.099	0.879	0.156	0.292	0.540	0.446	0.837
PLAT	PLAUR	9606.ENSP00000220809	9606.ENSP00000339328	0	0	0	0	0.131	0.098	0	0.826	0.851
PLAT	SERPINE2	9606.ENSP00000220809	9606.ENSP00000415786	0	0	0	0	0.143	0.166	0.400	0.749	0.878
PLAU	WNT5A	9606.ENSP00000361850	9606.ENSP00000264634	0	0	0	0	0.075	0	0	0.406	0.427
PLAU	TNC	9606.ENSP00000361850	9606.ENSP00000265131	0	0	0	0	0.110	0	0.360	0	0.406
PLAU	TP53	9606.ENSP00000361850	9606.ENSP00000269305	0	0	0	0	0	0	0	0.508	0.508
PLAU	SERPING1	9606.ENSP00000361850	9606.ENSP00000278407	0	0	0	0	0.087	0.045	0	0.367	0.401
PLAU	VCAM1	9606.ENSP00000361850	9606.ENSP00000294728	0	0	0	0	0.074	0.125	0	0.493	0.553
PLAU	PTX3	9606.ENSP00000361850	9606.ENSP00000295927	0	0	0	0	0.106	0	0	0.370	0.413
PLAU	SPHK1	9606.ENSP00000361850	9606.ENSP00000313681	0	0	0	0	0.110	0	0	0.526	0.560
PLAU	PLAUR	9606.ENSP00000361850	9606.ENSP00000339328	0	0	0	0	0.366	0.982	0.900	0.999	0.999
PLAU	THBS2	9606.ENSP00000361850	9606.ENSP00000355751	0	0	0	0	0.164	0.094	0	0.352	0.467
PLAU	SERPINE2	9606.ENSP00000361850	9606.ENSP00000415786	0	0	0	0	0.082	0.627	0.400	0.770	0.946
PLAUR	SORL1	9606.ENSP00000339328	9606.ENSP00000260197	0	0	0	0	0	0	0	0.659	0.659
PLAUR	TP53	9606.ENSP00000339328	9606.ENSP00000269305	0	0	0	0	0	0	0	0.454	0.454
PLAUR	TNFRSF12A	9606.ENSP00000339328	9606.ENSP00000326737	0	0	0	0	0.268	0	0	0.242	0.422
PLAUR	SPOCK1	9606.ENSP00000339328	9606.ENSP00000378401	0	0	0	0	0.061	0	0	0.434	0.446
PLAUR	SELENBP1	9606.ENSP00000339328	9606.ENSP00000397261	0	0	0	0	0	0.556	0	0.104	0.585
PLAUR	SERPINE2	9606.ENSP00000339328	9606.ENSP00000415786	0	0	0	0	0.087	0	0.400	0.555	0.735
PLCXD1	ZFX	9606.ENSP00000371073	9606.ENSP00000368486	0	0	0	0	0	0	0	0.430	0.430
PLEKHH2	SOD2	9606.ENSP00000282406	9606.ENSP00000446252	0	0	0	0	0	0	0	0.411	0.410
PLPP2	SPHK1	9606.ENSP00000329697	9606.ENSP00000313681	0.053	0	0	0	0.045	0.052	0.911	0.293	0.936
PLPP2	SCD	9606.ENSP00000329697	9606.ENSP00000359380	0	0	0	0	0	0	0	0.408	0.408
PLPP2	SMPD4	9606.ENSP00000329697	9606.ENSP00000386531	0	0	0	0	0.059	0	0.900	0.214	0.919
PLSCR1	RTP4	9606.ENSP00000345494	9606.ENSP00000259030	0	0	0	0	0.326	0	0	0.417	0.590
PLSCR1	PLSCR4	9606.ENSP00000345494	9606.ENSP00000347038	0	0	0.077	0.919	0.117	0.307	0	0.114	0.433
PLSCR1	XAF1	9606.ENSP00000345494	9606.ENSP00000354822	0	0	0	0	0.393	0.046	0	0.400	0.622
PLXNA4	SEMA3F	9606.ENSP00000352882	9606.ENSP00000002829	0	0	0	0.550	0	0.186	0	0.814	0.842
PLXNA4	RAC2	9606.ENSP00000352882	9606.ENSP00000249071	0	0	0	0	0.079	0.172	0.900	0.126	0.924
PLXNA4	SEMA6A	9606.ENSP00000352882	9606.ENSP00000257414	0	0	0	0	0	0.420	0.700	0.999	0.999
PLXNA4	SEMA7A	9606.ENSP00000352882	9606.ENSP00000261918	0	0	0	0	0	0.186	0	0.711	0.755
PLXNA4	SEMA3D	9606.ENSP00000352882	9606.ENSP00000284136	0	0	0	0	0.049	0.186	0	0.561	0.630
PLXNA4	ROBO1	9606.ENSP00000352882	9606.ENSP00000420321	0	0	0	0	0.056	0	0	0.406	0.415
PLXNA4	RUNX1T1	9606.ENSP00000352882	9606.ENSP00000402257	0	0	0	0	0.087	0.115	0	0.341	0.421
PLXNA4	SEMA5A	9606.ENSP00000352882	9606.ENSP00000371936	0	0	0	0.551	0.059	0.225	0	0.331	0.470
